time: 2000000000
270 3 1
270 4 1
270 5 1
270 6 1
270 7 1
270 8 1
270 9 1
270 10 1
271 1 1
271 2 1
271 3 1
271 4 1
271 5 1
271 6 1
271 7 1
271 8 1
271 9 1
271 10 1
272 1 1
272 2 1
272 3 1
272 4 1
272 5 1
272 6 1
272 7 1
272 8 1
272 9 1
272 10 1
273 1 1
273 2 1
273 3 1
273 4 1
273 5 1
273 6 1
273 7 1
273 8 1
273 9 1
273 10 1
274 1 1
274 2 1
274 3 1
274 4 1
274 5 1
274 6 1
274 7 1
274 8 1
274 9 1
274 10 1
275 1 1
275 2 1
275 3 1
275 4 1
275 5 1
275 6 1
275 7 1
275 8 1
275 9 1
275 10 1
275 11 1
275 12 1
275 13 1
275 14 1
275 15 1
275 16 1
275 17 1
276 1 1
276 2 1
276 3 1
276 4 1
276 5 1
276 6 1
276 7 1
276 8 1
276 9 1
276 10 1
276 11 1
276 12 1
276 13 1
276 14 1
276 15 1
276 16 1
276 17 1
277 1 1
277 2 1
277 3 1
277 4 1
277 5 1
277 6 1
277 7 1
277 8 1
277 9 1
277 10 1
277 11 1
277 12 1
277 13 1
278 1 1
278 2 1
278 3 1
278 4 1
278 5 1
278 6 1
279 1 1
279 2 1
279 3 1
279 4 1
279 5 1
285 1 1
285 2 1
285 3 1
285 4 1
285 5 1
285 6 1
285 7 1
285 8 1
285 9 1
285 10 1
285 11 1
285 12 1
285 13 1
285 14 1
285 15 1
285 16 1
285 17 1
286 1 1
286 2 1
286 3 1
286 4 1
286 5 1
286 6 1
286 7 1
286 8 1
286 9 1
286 10 1
286 11 1
286 12 1
286 13 1
286 14 1
286 15 1
286 16 1
286 17 1
287 1 1
287 2 1
287 3 1
287 4 1
287 5 1
287 6 1
287 7 1
287 8 1
287 9 1
287 10 1
287 11 1
287 12 1
287 13 1
288 1 1
288 2 1
288 3 1
288 4 1
288 5 1
288 6 1
289 1 1
289 2 1
289 3 1
289 4 1
289 5 1
295 1 1
295 2 1
295 3 1
295 4 1
295 5 1
295 6 1
295 7 1
295 8 1
295 9 1
295 10 1
295 11 1
295 12 1
295 13 1
295 14 1
295 15 1
295 16 1
295 17 1
296 1 1
296 2 1
296 3 1
296 4 1
296 5 1
296 6 1
296 7 1
296 8 1
296 9 1
296 10 1
296 11 1
296 12 1
296 13 1
296 14 1
296 15 1
296 16 1
296 17 1
297 1 1
297 2 1
297 3 1
297 4 1
297 5 1
297 6 1
297 7 1
297 8 1
297 9 1
297 10 1
297 11 1
297 12 1
297 13 1
298 1 1
298 2 1
298 3 1
298 4 1
298 5 1
298 6 1
299 1 1
299 2 1
299 3 1
299 4 1
299 5 1
305 1 1
305 2 1
305 3 1
305 4 1
305 5 1
305 6 1
305 7 1
305 8 1
305 9 1
305 10 1
305 11 1
305 12 1
305 13 1
305 14 1
305 15 1
305 16 1
305 17 1
306 1 1
306 2 1
306 3 1
306 4 1
306 5 1
306 6 1
306 7 1
306 8 1
306 9 1
306 10 1
306 11 1
306 12 1
306 13 1
306 14 1
306 15 1
306 16 1
306 17 1
307 1 1
307 2 1
307 3 1
307 4 1
307 5 1
307 6 1
307 7 1
307 8 1
307 9 1
307 10 1
307 11 1
307 12 1
307 13 1
308 1 1
308 2 1
308 3 1
308 4 1
308 5 1
308 6 1
309 1 1
309 2 1
309 3 1
309 4 1
309 5 1
315 1 1
315 2 1
315 3 1
315 4 1
315 5 1
315 6 1
315 7 1
315 8 1
315 9 1
315 10 1
315 11 1
315 12 1
315 13 1
315 14 1
315 15 1
315 16 1
315 17 1
316 1 1
316 2 1
316 3 1
316 4 1
316 5 1
316 6 1
316 7 1
316 8 1
316 9 1
316 10 1
316 11 1
316 12 1
316 13 1
316 14 1
316 15 1
316 16 1
316 17 1
317 1 1
317 2 1
317 3 1
317 4 1
317 5 1
317 6 1
317 7 1
317 8 1
317 9 1
317 10 1
317 11 1
317 12 1
317 13 1
318 1 1
318 2 1
318 3 1
318 4 1
318 5 1
318 6 1
319 1 1
319 2 1
319 3 1
319 4 1
319 5 1
325 1 1
325 2 1
325 3 1
325 4 1
325 5 1
325 6 1
325 7 1
325 8 1
325 9 1
325 10 1
325 11 1
325 12 1
325 13 1
325 14 1
325 15 1
325 16 1
325 17 1
326 1 1
326 2 1
326 3 1
326 4 1
326 5 1
326 6 1
326 7 1
326 8 1
326 9 1
326 10 1
326 11 1
326 12 1
326 13 1
326 14 1
326 15 1
326 16 1
326 17 1
327 1 1
327 2 1
327 3 1
327 4 1
327 5 1
327 6 1
327 7 1
327 8 1
327 9 1
327 10 1
327 11 1
327 12 1
327 13 1
328 1 1
328 2 1
328 3 1
328 4 1
328 5 1
328 6 1
329 1 1
329 2 1
329 3 1
329 4 1
329 5 1
335 1 1
335 2 1
335 3 1
335 4 1
335 5 1
335 6 1
335 7 1
335 8 1
335 9 1
335 10 1
335 11 1
335 12 1
335 13 1
335 14 1
335 15 1
335 16 1
335 17 1
336 1 1
336 2 1
336 3 1
336 4 1
336 5 1
336 6 1
336 7 1
336 8 1
336 9 1
336 10 1
336 11 1
336 12 1
336 13 1
336 14 1
336 15 1
336 16 1
336 17 1
337 1 1
337 2 1
337 3 1
337 4 1
337 5 1
337 6 1
337 7 1
337 8 1
337 9 1
337 10 1
337 11 1
337 12 1
337 13 1
338 1 1
338 2 1
338 3 1
338 4 1
338 5 1
338 6 1
339 1 1
339 2 1
339 3 1
339 4 1
339 5 1
345 1 1
345 2 1
345 3 1
345 4 1
345 5 1
345 6 1
345 7 1
345 8 1
345 9 1
345 10 1
345 11 1
345 12 1
345 13 1
345 14 1
345 15 1
345 16 1
345 17 1
346 1 1
346 2 1
346 3 1
346 4 1
346 5 1
346 6 1
346 7 1
346 8 1
346 9 1
346 10 1
346 11 1
346 12 1
346 13 1
346 14 1
346 15 1
346 16 1
346 17 1
347 1 1
347 2 1
347 3 1
347 4 1
347 5 1
347 6 1
347 7 1
347 8 1
347 9 1
347 10 1
347 11 1
347 12 1
347 13 1
348 1 1
348 2 1
348 3 1
348 4 1
348 5 1
348 6 1
349 1 1
349 2 1
349 3 1
349 4 1
349 5 1
355 1 1
355 2 1
355 3 1
355 4 1
355 5 1
355 6 1
355 7 1
355 8 1
355 9 1
355 10 1
355 11 1
355 12 1
355 13 1
355 14 1
355 15 1
355 16 1
355 17 1
356 1 1
356 2 1
356 3 1
356 4 1
356 5 1
356 6 1
356 7 1
356 8 1
356 9 1
356 10 1
356 11 1
356 12 1
356 13 1
356 14 1
356 15 1
356 16 1
356 17 1
357 1 1
357 2 1
357 3 1
357 4 1
357 5 1
357 6 1
357 7 1
357 8 1
357 9 1
357 10 1
357 11 1
357 12 1
357 13 1
358 1 1
358 2 1
358 3 1
358 4 1
358 5 1
358 6 1
359 1 1
359 2 1
359 3 1
359 4 1
359 5 1
365 1 1
365 2 1
365 3 1
365 4 1
365 5 1
365 6 1
365 7 1
365 8 1
365 9 1
365 10 1
365 11 1
365 12 1
365 13 1
365 14 1
365 15 1
365 16 1
365 17 1
366 1 1
366 2 1
366 3 1
366 4 1
366 5 1
366 6 1
366 7 1
366 8 1
366 9 1
366 10 1
366 11 1
366 12 1
366 13 1
366 14 1
366 15 1
366 16 1
366 17 1
367 1 1
367 2 1
367 3 1
367 4 1
367 5 1
367 6 1
367 7 1
367 8 1
367 9 1
367 10 1
367 11 1
367 12 1
367 13 1
368 1 1
368 2 1
368 3 1
368 4 1
368 5 1
368 6 1
369 1 1
369 2 1
369 3 1
369 4 1
369 5 1
time: 2100000000
250 1 1000001
250 2 1000001
250 3 1000001
250 4 1000001
250 5 1000001
250 6 1000001
250 7 1000001
250 8 1000001
250 9 1000001
250 10 1000001
251 1 1000001
251 2 1000001
251 3 1000001
251 4 1000001
251 5 1000001
251 6 1000001
251 7 1000001
251 8 1000001
251 9 1000001
251 10 1000001
252 1 1000001
252 2 1000001
252 3 1000001
252 4 1000001
252 5 1000001
252 6 1000001
252 7 1000001
252 8 1000001
252 9 1000001
252 10 1000001
253 1 1000001
253 2 1000001
253 3 1000001
253 4 1000001
253 5 1000001
253 6 1000001
253 7 1000001
253 8 1000001
253 9 1000001
253 10 1000001
254 1 1000001
254 2 1000001
254 3 1000001
254 4 1000001
254 5 1000001
254 6 1000001
254 7 1000001
254 8 1000001
254 9 1000001
254 10 1000001
255 1 1000001
255 2 1000001
255 3 1000001
255 4 1000001
255 5 1000001
255 6 1000001
255 7 1000001
255 8 1000001
255 9 1000001
255 10 1000001
256 1 1000001
256 2 1000001
256 3 1000001
256 4 1000001
256 5 1000001
256 6 1000001
256 7 1000001
256 8 1000001
256 9 1000001
256 10 1000001
257 1 1000001
257 2 1000001
257 3 1000001
257 4 1000001
257 5 1000001
257 6 1000001
257 7 1000001
257 8 1000001
257 9 1000001
257 10 1000001
258 1 1000001
258 2 1000001
258 3 1000001
258 4 1000001
258 5 1000001
258 6 1000001
258 7 1000001
258 8 1000001
258 9 1000001
258 10 1000001
259 1 1000001
259 2 1000001
259 3 1000001
259 4 1000001
259 5 1000001
259 6 1000001
259 7 1000001
259 8 1000001
259 9 1000001
259 10 1000001
260 1 1000001
260 2 1000001
260 3 1000001
260 4 1000001
260 5 1000001
260 6 1000001
260 7 1000001
260 8 1000001
260 9 1000001
260 10 1000001
261 1 1000001
261 2 1000001
261 3 1000001
261 4 1000001
261 5 1000001
261 6 1000001
261 7 1000001
261 8 1000001
261 9 1000001
261 10 1000001
262 1 1000001
262 2 1000001
262 3 1000001
262 4 1000001
262 5 1000001
262 6 1000001
262 7 1000001
262 8 1000001
262 9 1000001
262 10 1000001
263 1 1000001
263 2 1000001
263 3 1000001
263 4 1000001
263 5 1000001
263 6 1000001
263 7 1000001
263 8 1000001
263 9 1000001
263 10 1000001
264 1 1000001
264 2 1000001
264 3 1000001
264 4 1000001
264 5 1000001
264 6 1000001
264 7 1000001
264 8 1000001
264 9 1000001
264 10 1000001
265 1 1000001
265 2 1000001
265 3 1000001
265 4 1000001
265 5 1000001
265 6 1000001
265 7 1000001
265 8 1000001
265 9 1000001
265 10 1000001
266 1 1000001
266 2 1000001
266 3 1000001
266 4 1000001
266 5 1000001
266 6 1000001
266 7 1000001
266 8 1000001
266 9 1000001
266 10 1000001
267 1 1000001
267 2 1000001
267 3 1000001
267 4 1000001
267 5 1000001
267 6 1000001
267 7 1000001
267 8 1000001
267 9 1000001
267 10 1000001
268 1 1000001
268 2 1000001
268 3 1000001
268 4 1000001
268 5 1000001
268 6 1000001
268 7 1000001
268 8 1000001
268 9 1000001
268 10 1000001
269 1 1000001
269 2 1000001
269 3 1000001
269 4 1000001
269 5 1000001
269 6 1000001
269 7 1000001
269 8 1000001
269 9 1000001
269 10 1000001
270 1 1000001
270 2 1000001
270 3 1000001
270 4 1000001
270 5 1000001
270 6 1000001
270 7 1000001
270 8 1000001
270 9 1000001
270 10 1000001
271 1 1000001
271 2 1000001
271 3 1000001
271 4 1000001
271 5 1000001
271 6 1000001
271 7 1000001
271 8 1000001
271 9 1000001
271 10 1000001
272 1 1000001
272 2 1000001
272 3 1000001
272 4 1000001
272 5 1000001
272 6 1000001
272 7 1000001
272 8 1000001
272 9 1000001
272 10 1000001
273 1 1000001
273 2 1000001
273 3 1000001
273 4 1000001
273 5 1000001
273 6 1000001
273 7 1000001
273 8 1000001
273 9 1000001
273 10 1000001
274 1 1000001
274 2 1000001
274 3 1000001
274 4 1000001
274 5 1000001
274 6 1000001
274 7 1000001
274 8 1000001
274 9 1000001
274 10 1000001
275 1 1000001
275 2 1000001
275 3 1000001
275 4 1000001
275 5 1000001
275 6 1000001
275 7 1000001
275 8 1000001
275 9 1000001
275 10 1000001
275 11 1000001
275 12 1000001
275 13 1000001
275 14 1000001
275 15 1000001
275 16 1000001
275 17 1000001
276 1 1000001
276 2 1000001
276 3 1000001
276 4 1000001
276 5 1000001
276 6 1000001
276 7 1000001
276 8 1000001
276 9 1000001
276 10 1000001
276 11 1000001
276 12 1000001
276 13 1000001
276 14 1000001
276 15 1000001
276 16 1000001
276 17 1000001
277 1 1000001
277 2 1000001
277 3 1000001
277 4 1000001
277 5 1000001
277 6 1000001
277 7 1000001
277 8 1000001
277 9 1000001
277 10 1000001
277 11 1000001
277 12 1000001
277 13 1000001
278 1 1000001
278 2 1000001
278 3 1000001
278 4 1000001
278 5 1000001
278 6 1000001
279 1 1000001
279 2 1000001
279 3 1000001
279 4 1000001
279 5 1000001
285 1 1000001
285 2 1000001
285 3 1000001
285 4 1000001
285 5 1000001
285 6 1000001
285 7 1000001
285 8 1000001
285 9 1000001
285 10 1000001
285 11 1000001
285 12 1000001
285 13 1000001
285 14 1000001
285 15 1000001
285 16 1000001
285 17 1000001
286 1 1000001
286 2 1000001
286 3 1000001
286 4 1000001
286 5 1000001
286 6 1000001
286 7 1000001
286 8 1000001
286 9 1000001
286 10 1000001
286 11 1000001
286 12 1000001
286 13 1000001
286 14 1000001
286 15 1000001
286 16 1000001
286 17 1000001
287 1 1000001
287 2 1000001
287 3 1000001
287 4 1000001
287 5 1000001
287 6 1000001
287 7 1000001
287 8 1000001
287 9 1000001
287 10 1000001
287 11 1000001
287 12 1000001
287 13 1000001
288 1 1000001
288 2 1000001
288 3 1000001
288 4 1000001
288 5 1000001
288 6 1000001
289 1 1000001
289 2 1000001
289 3 1000001
289 4 1000001
289 5 1000001
295 1 1000001
295 2 1000001
295 3 1000001
295 4 1000001
295 5 1000001
295 6 1000001
295 7 1000001
295 8 1000001
295 9 1000001
295 10 1000001
295 11 1000001
295 12 1000001
295 13 1000001
295 14 1000001
295 15 1000001
295 16 1000001
295 17 1000001
296 1 1000001
296 2 1000001
296 3 1000001
296 4 1000001
296 5 1000001
296 6 1000001
296 7 1000001
296 8 1000001
296 9 1000001
296 10 1000001
296 11 1000001
296 12 1000001
296 13 1000001
296 14 1000001
296 15 1000001
296 16 1000001
296 17 1000001
297 1 1000001
297 2 1000001
297 3 1000001
297 4 1000001
297 5 1000001
297 6 1000001
297 7 1000001
297 8 1000001
297 9 1000001
297 10 1000001
297 11 1000001
297 12 1000001
297 13 1000001
298 1 1000001
298 2 1000001
298 3 1000001
298 4 1000001
298 5 1000001
298 6 1000001
299 1 1000001
299 2 1000001
299 3 1000001
299 4 1000001
299 5 1000001
305 1 1000001
305 2 1000001
305 3 1000001
305 4 1000001
305 5 1000001
305 6 1000001
305 7 1000001
305 8 1000001
305 9 1000001
305 10 1000001
305 11 1000001
305 12 1000001
305 13 1000001
305 14 1000001
305 15 1000001
305 16 1000001
305 17 1000001
306 1 1000001
306 2 1000001
306 3 1000001
306 4 1000001
306 5 1000001
306 6 1000001
306 7 1000001
306 8 1000001
306 9 1000001
306 10 1000001
306 11 1000001
306 12 1000001
306 13 1000001
306 14 1000001
306 15 1000001
306 16 1000001
306 17 1000001
307 1 1000001
307 2 1000001
307 3 1000001
307 4 1000001
307 5 1000001
307 6 1000001
307 7 1000001
307 8 1000001
307 9 1000001
307 10 1000001
307 11 1000001
307 12 1000001
307 13 1000001
308 1 1000001
308 2 1000001
308 3 1000001
308 4 1000001
308 5 1000001
308 6 1000001
309 1 1000001
309 2 1000001
309 3 1000001
309 4 1000001
309 5 1000001
315 1 1000001
315 2 1000001
315 3 1000001
315 4 1000001
315 5 1000001
315 6 1000001
315 7 1000001
315 8 1000001
315 9 1000001
315 10 1000001
315 11 1000001
315 12 1000001
315 13 1000001
315 14 1000001
315 15 1000001
315 16 1000001
315 17 1000001
316 1 1000001
316 2 1000001
316 3 1000001
316 4 1000001
316 5 1000001
316 6 1000001
316 7 1000001
316 8 1000001
316 9 1000001
316 10 1000001
316 11 1000001
316 12 1000001
316 13 1000001
316 14 1000001
316 15 1000001
316 16 1000001
316 17 1000001
317 1 1000001
317 2 1000001
317 3 1000001
317 4 1000001
317 5 1000001
317 6 1000001
317 7 1000001
317 8 1000001
317 9 1000001
317 10 1000001
317 11 1000001
317 12 1000001
317 13 1000001
318 1 1000001
318 2 1000001
318 3 1000001
318 4 1000001
318 5 1000001
318 6 1000001
319 1 1000001
319 2 1000001
319 3 1000001
319 4 1000001
319 5 1000001
325 1 1000001
325 2 1000001
325 3 1000001
325 4 1000001
325 5 1000001
325 6 1000001
325 7 1000001
325 8 1000001
325 9 1000001
325 10 1000001
325 11 1000001
325 12 1000001
325 13 1000001
325 14 1000001
325 15 1000001
325 16 1000001
325 17 1000001
326 1 1000001
326 2 1000001
326 3 1000001
326 4 1000001
326 5 1000001
326 6 1000001
326 7 1000001
326 8 1000001
326 9 1000001
326 10 1000001
326 11 1000001
326 12 1000001
326 13 1000001
326 14 1000001
326 15 1000001
326 16 1000001
326 17 1000001
327 1 1000001
327 2 1000001
327 3 1000001
327 4 1000001
327 5 1000001
327 6 1000001
327 7 1000001
327 8 1000001
327 9 1000001
327 10 1000001
327 11 1000001
327 12 1000001
327 13 1000001
328 1 1000001
328 2 1000001
328 3 1000001
328 4 1000001
328 5 1000001
328 6 1000001
329 1 1000001
329 2 1000001
329 3 1000001
329 4 1000001
329 5 1000001
335 1 1000001
335 2 1000001
335 3 1000001
335 4 1000001
335 5 1000001
335 6 1000001
335 7 1000001
335 8 1000001
335 9 1000001
335 10 1000001
335 11 1000001
335 12 1000001
335 13 1000001
335 14 1000001
335 15 1000001
335 16 1000001
335 17 1000001
336 1 1000001
336 2 1000001
336 3 1000001
336 4 1000001
336 5 1000001
336 6 1000001
336 7 1000001
336 8 1000001
336 9 1000001
336 10 1000001
336 11 1000001
336 12 1000001
336 13 1000001
336 14 1000001
336 15 1000001
336 16 1000001
336 17 1000001
337 1 1000001
337 2 1000001
337 3 1000001
337 4 1000001
337 5 1000001
337 6 1000001
337 7 1000001
337 8 1000001
337 9 1000001
337 10 1000001
337 11 1000001
337 12 1000001
337 13 1000001
338 1 1000001
338 2 1000001
338 3 1000001
338 4 1000001
338 5 1000001
338 6 1000001
339 1 1000001
339 2 1000001
339 3 1000001
339 4 1000001
339 5 1000001
345 1 1000001
345 2 1000001
345 3 1000001
345 4 1000001
345 5 1000001
345 6 1000001
345 7 1000001
345 8 1000001
345 9 1000001
345 10 1000001
345 11 1000001
345 12 1000001
345 13 1000001
345 14 1000001
345 15 1000001
345 16 1000001
345 17 1000001
346 1 1000001
346 2 1000001
346 3 1000001
346 4 1000001
346 5 1000001
346 6 1000001
346 7 1000001
346 8 1000001
346 9 1000001
346 10 1000001
346 11 1000001
346 12 1000001
346 13 1000001
346 14 1000001
346 15 1000001
346 16 1000001
346 17 1000001
347 1 1000001
347 2 1000001
347 3 1000001
347 4 1000001
347 5 1000001
347 6 1000001
347 7 1000001
347 8 1000001
347 9 1000001
347 10 1000001
347 11 1000001
347 12 1000001
347 13 1000001
348 1 1000001
348 2 1000001
348 3 1000001
348 4 1000001
348 5 1000001
348 6 1000001
349 1 1000001
349 2 1000001
349 3 1000001
349 4 1000001
349 5 1000001
355 1 1000001
355 2 1000001
355 3 1000001
355 4 1000001
355 5 1000001
355 6 1000001
355 7 1000001
355 8 1000001
355 9 1000001
355 10 1000001
355 11 1000001
355 12 1000001
355 13 1000001
355 14 1000001
355 15 1000001
355 16 1000001
355 17 1000001
356 1 1000001
356 2 1000001
356 3 1000001
356 4 1000001
356 5 1000001
356 6 1000001
356 7 1000001
356 8 1000001
356 9 1000001
356 10 1000001
356 11 1000001
356 12 1000001
356 13 1000001
356 14 1000001
356 15 1000001
356 16 1000001
356 17 1000001
357 1 1000001
357 2 1000001
357 3 1000001
357 4 1000001
357 5 1000001
357 6 1000001
357 7 1000001
357 8 1000001
357 9 1000001
357 10 1000001
357 11 1000001
357 12 1000001
357 13 1000001
358 1 1000001
358 2 1000001
358 3 1000001
358 4 1000001
358 5 1000001
358 6 1000001
359 1 1000001
359 2 1000001
359 3 1000001
359 4 1000001
359 5 1000001
365 1 1000001
365 2 1000001
365 3 1000001
365 4 1000001
365 5 1000001
365 6 1000001
365 7 1000001
365 8 1000001
365 9 1000001
365 10 1000001
365 11 1000001
365 12 1000001
365 13 1000001
365 14 1000001
365 15 1000001
365 16 1000001
365 17 1000001
366 1 1000001
366 2 1000001
366 3 1000001
366 4 1000001
366 5 1000001
366 6 1000001
366 7 1000001
366 8 1000001
366 9 1000001
366 10 1000001
366 11 1000001
366 12 1000001
366 13 1000001
366 14 1000001
366 15 1000001
366 16 1000001
366 17 1000001
367 1 1000001
367 2 1000001
367 3 1000001
367 4 1000001
367 5 1000001
367 6 1000001
367 7 1000001
367 8 1000001
367 9 1000001
367 10 1000001
367 11 1000001
367 12 1000001
367 13 1000001
368 1 1000001
368 2 1000001
368 3 1000001
368 4 1000001
368 5 1000001
368 6 1000001
369 1 1000001
369 2 1000001
369 3 1000001
369 4 1000001
369 5 1000001
time: 2200000000
250 1 2000001
250 2 2000001
250 3 2000001
250 4 2000001
250 5 2000001
250 6 2000001
250 7 2000001
250 8 2000001
250 9 2000001
250 10 2000001
251 1 2000001
251 2 2000001
251 3 2000001
251 4 2000001
251 5 2000001
251 6 2000001
251 7 2000001
251 8 2000001
251 9 2000001
251 10 2000001
252 1 2000001
252 2 2000001
252 3 2000001
252 4 2000001
252 5 2000001
252 6 2000001
252 7 2000001
252 8 2000001
252 9 2000001
252 10 2000001
253 1 2000001
253 2 2000001
253 3 2000001
253 4 2000001
253 5 2000001
253 6 2000001
253 7 2000001
253 8 2000001
253 9 2000001
253 10 2000001
254 1 2000001
254 2 2000001
254 3 2000001
254 4 2000001
254 5 2000001
254 6 2000001
254 7 2000001
254 8 2000001
254 9 2000001
254 10 2000001
255 1 2000001
255 2 2000001
255 3 2000001
255 4 2000001
255 5 2000001
255 6 2000001
255 7 2000001
255 8 2000001
255 9 2000001
255 10 2000001
256 1 2000001
256 2 2000001
256 3 2000001
256 4 2000001
256 5 2000001
256 6 2000001
256 7 2000001
256 8 2000001
256 9 2000001
256 10 2000001
257 1 2000001
257 2 2000001
257 3 2000001
257 4 2000001
257 5 2000001
257 6 2000001
257 7 2000001
257 8 2000001
257 9 2000001
257 10 2000001
258 1 2000001
258 2 2000001
258 3 2000001
258 4 2000001
258 5 2000001
258 6 2000001
258 7 2000001
258 8 2000001
258 9 2000001
258 10 2000001
259 1 2000001
259 2 2000001
259 3 2000001
259 4 2000001
259 5 2000001
259 6 2000001
259 7 2000001
259 8 2000001
259 9 2000001
259 10 2000001
260 1 2000001
260 2 2000001
260 3 2000001
260 4 2000001
260 5 2000001
260 6 2000001
260 7 2000001
260 8 2000001
260 9 2000001
260 10 2000001
261 1 2000001
261 2 2000001
261 3 2000001
261 4 2000001
261 5 2000001
261 6 2000001
261 7 2000001
261 8 2000001
261 9 2000001
261 10 2000001
262 1 2000001
262 2 2000001
262 3 2000001
262 4 2000001
262 5 2000001
262 6 2000001
262 7 2000001
262 8 2000001
262 9 2000001
262 10 2000001
263 1 2000001
263 2 2000001
263 3 2000001
263 4 2000001
263 5 2000001
263 6 2000001
263 7 2000001
263 8 2000001
263 9 2000001
263 10 2000001
264 1 2000001
264 2 2000001
264 3 2000001
264 4 2000001
264 5 2000001
264 6 2000001
264 7 2000001
264 8 2000001
264 9 2000001
264 10 2000001
265 1 2000001
265 2 2000001
265 3 2000001
265 4 2000001
265 5 2000001
265 6 2000001
265 7 2000001
265 8 2000001
265 9 2000001
265 10 2000001
266 1 2000001
266 2 2000001
266 3 2000001
266 4 2000001
266 5 2000001
266 6 2000001
266 7 2000001
266 8 2000001
266 9 2000001
266 10 2000001
267 1 2000001
267 2 2000001
267 3 2000001
267 4 2000001
267 5 2000001
267 6 2000001
267 7 2000001
267 8 2000001
267 9 2000001
267 10 2000001
268 1 2000001
268 2 2000001
268 3 2000001
268 4 2000001
268 5 2000001
268 6 2000001
268 7 2000001
268 8 2000001
268 9 2000001
268 10 2000001
269 1 2000001
269 2 2000001
269 3 2000001
269 4 2000001
269 5 2000001
269 6 2000001
269 7 2000001
269 8 2000001
269 9 2000001
269 10 2000001
270 1 2000001
270 2 2000001
270 3 2000001
270 4 2000001
270 5 2000001
270 6 2000001
270 7 2000001
270 8 2000001
270 9 2000001
270 10 2000001
271 1 2000001
271 2 2000001
271 3 2000001
271 4 2000001
271 5 2000001
271 6 2000001
271 7 2000001
271 8 2000001
271 9 2000001
271 10 2000001
272 1 2000001
272 2 2000001
272 3 2000001
272 4 2000001
272 5 2000001
272 6 2000001
272 7 2000001
272 8 2000001
272 9 2000001
272 10 2000001
273 1 2000001
273 2 2000001
273 3 2000001
273 4 2000001
273 5 2000001
273 6 2000001
273 7 2000001
273 8 2000001
273 9 2000001
273 10 2000001
274 1 2000001
274 2 2000001
274 3 2000001
274 4 2000001
274 5 2000001
274 6 2000001
274 7 2000001
274 8 2000001
274 9 2000001
274 10 2000001
275 1 2000001
275 2 2000001
275 3 2000001
275 4 2000001
275 5 2000001
275 6 2000001
275 7 2000001
275 8 2000001
275 9 2000001
275 10 2000001
275 11 2000001
275 12 2000001
275 13 2000001
275 14 2000001
275 15 2000001
275 16 2000001
275 17 2000001
276 1 2000001
276 2 2000001
276 3 2000001
276 4 2000001
276 5 2000001
276 6 2000001
276 7 2000001
276 8 2000001
276 9 2000001
276 10 2000001
276 11 2000001
276 12 2000001
276 13 2000001
276 14 2000001
276 15 2000001
276 16 2000001
276 17 2000001
277 1 2000001
277 2 2000001
277 3 2000001
277 4 2000001
277 5 2000001
277 6 2000001
277 7 2000001
277 8 2000001
277 9 2000001
